classmark,title,date_from,date_to,summary,medical_terms
MS-TS-AS-00181-00234,Medical; magical,0500-01-01,1899-12-31,"Amulet to protect against injury or disease, with magical characteres and other magical scripts (one resembles Kufi script and another is vaguely Greek).","['disease', 'injury', 'magical']"
MS-TS-AS-00181-00237,Medical,0500-01-01,1899-12-31,Medical text dealing with the treatment of headaches and head colds. Treatment comprises the application of wine vinegar.,"['cold', 'head', 'headache', 'medical', 'treatment', 'vinegar', 'wine']"
MS-TS-AS-00181-00271,Medical,0500-01-01,1899-12-31,"Leaf from a medical work, containing recipes to treat complaints in the points of the upper and lower extremities. Simples used include fat of the stag, origanum water, bitter vetch, borax, and pepper.","['borax', 'fat', 'medical', 'origanum', 'pepper', 'stag', 'treat', 'vetch', 'water']"
MS-TS-AS-00181-00282,Medical,0500-01-01,1899-12-31,Small fragment mentioning materia medica.,['medica']
MS-TS-AS-00182-00009,Medical,0500-01-01,1899-12-31,"Small fragment from a medical work, dealing with liver disease and mentioning the use of Daphne mezereum.","['daphne', 'disease', 'liver', 'medical', 'mezereum']"
MS-TS-AS-00182-00011,Medical; letter,0500-01-01,1899-12-31,Recto: letter from a certain Abū l-Qasam (?). Verso: title page of a book of recipes used in the ʿAḍūḍī hospital in Baghdad.,[]
MS-TS-AS-00182-00018,Medical,0500-01-01,1899-12-31,"Medial text dealing with strokes, convulsions, haemorrhages and tetany.","['convulsion', 'haemorrhage', 'tetany']"
MS-TS-AS-00182-00024,Medical,0500-01-01,1899-12-31,"Ophthalmological work, dealing with the inner cants of the eye. In margin, unidentified Hebrew or Judaeo-Arabic text.","['eye', 'ophthalmological']"
MS-TS-AS-00182-00037,Medical,0500-01-01,1899-12-31,"Recipes for pastes, with simples such as wine, celery, pepper, euphorbia, and jujube.","['celery', 'pepper', 'wine']"
MS-TS-AS-00182-00053,Medical,0500-01-01,1899-12-31,"Fragment with only a few words preserved from a medical work. Topics treated are written in the margin, here ‘Treatment of pain’.","['medical', 'pain', 'treated', 'treatment']"
MS-TS-AS-00182-00056,Medical,0500-01-01,1899-12-31,"Small fragment from a translation of Hippocrates, Aphorisms.","['aphorism', 'hippocrates']"
MS-TS-AS-00182-00065,Medical; jottings,0500-01-01,1899-12-31,"Recto: colophon of a medical book called Kitāb fī l-ṭibb, owned by Ibrahim al-Ma[..]ūdī, the Rabbanite, known as Ibn al-Ḥarīrī. Verso: jottings with Coptic numerals.","['colophon', 'medical']"
MS-TS-AS-00182-00077,Medical; jottings,0500-01-01,1899-12-31,"Recto: part of a text on dentistry and oral hygiene, discussing dental caries, dentifrice powder prepared from gigantic swallowwort and burnt snails. Perhaps Ibn al-Jazzār, Zād al-musāfir wa-qūt al-ḥāḍir (‘Provisions for the traveller and nourishment for the sedentary’). Verso: jottings in large letters, probably part of a document.","['burnt', 'dental', 'dentifrice', 'dentistry', 'gigantic', 'hygiene', 'nourishment', 'oral', 'powder', 'prepared', 'snail', 'swallowwort']"
MS-TS-AS-00182-00098,Medical,0500-01-01,1899-12-31,"Fragment from a medical work, discussing the management of a patient and treatment of disease through purgation and phlebotomy.","['disease', 'medical', 'patient', 'phlebotomy', 'purgation', 'treatment']"
MS-TS-AS-00182-00099,Medical,0500-01-01,1899-12-31,"Recto: recipe comprising mastic, anise, chicory, berberis, and liquorice. Verso: unidentified text.","['anise', 'chicory', 'liquorice', 'mastic']"
MS-TS-AS-00182-00167,Medical,0500-01-01,1899-12-31,"Recipe comprising convolvulus scammonia, salt, frankincense, and cinnamon.","['cinnamon', 'convolvulus', 'frankincense', 'salt', 'scammonia']"
MS-TS-AS-00182-00170,Medical,0500-01-01,1899-12-31,"Leaf from Avicenna, Al-qanūn fī l-ṭibb (‘Canon of medicine’), in an abridged version, or perhaps an expanded table of contents, for chapters 17 on enemas, 18 on topical applications to the skin, 19 on lotions and 20 on phlebotomy (ed. Būlāq I: 204).","['enema', 'lotion', 'medicine', 'phlebotomy', 'skin', 'topical']"
MS-TS-AS-00182-00179,Medical; list; document; letter (?),0500-01-01,1899-12-31,"List of quantities of materia medica, including simples such as senna, purslane seeds, apricot, almond oil, saffron oil, and Chinese cinnamon. Judging by the continuation sign on the top of the page, this is page is part of another a document, probably a letter.","['almond', 'apricot', 'cinnamon', 'medica', 'oil', 'purslane', 'saffron', 'senna']"
MS-TS-AS-00182-00183,Medical,0500-01-01,1899-12-31,"Fragment with a recipe that includes simples such as mastic, aloes, Mimosa nilotica, mace, purslane, and large basil.","['aloe', 'basil', 'mace', 'mastic', 'mimosa', 'nilotica', 'purslane']"
MS-TS-AS-00182-00195,Medical,0500-01-01,1899-12-31,"Fragment from ʿAlī Ibn ʿĪsā, Taḏkirat al-kaḥḥālīn (‘Memorandum for opticians’), third discourse, chapter 3, on the diseases of the lens and the anachroid (ed. Hyderabad 1964, pp. 289-291).","['disease', 'lens', 'optician']"
MS-TS-AS-00182-00196,Medical,0500-01-01,1899-12-31,"Fragment from ʿAlī Ibn ʿĪsā, Taḏkirat al-kaḥḥālīn (‘Memorandum for opticians’), third discourse, chapter 4, on the visual spirit (ed. Hyderabad 1964, p. 291).",['optician']
MS-TS-AS-00182-00197,Medical,0500-01-01,1899-12-31,Small fragment from a medical work that mentions feverish shivering.,"['feverish', 'medical', 'shivering']"
MS-TS-AS-00182-00222,Medical; list,0500-01-01,1899-12-31,"List of materia medica, including simples such as lavender, sebesten, peruse, ground gallnut, myrtle seeds, caraway, pepper, and poppy. With Coptic numerals.","['caraway', 'gallnut', 'lavender', 'medica', 'myrtle', 'pepper', 'poppy', 'sebesten']"
MS-TS-AS-00182-00233,Medical; list,0500-01-01,1899-12-31,"List of materia medica, including simples such as pepper, nard, and Prunus mahaleb. With Coptic numerals.","['mahaleb', 'medica', 'nard', 'pepper', 'prunus']"
MS-TS-AS-00182-00241,Medical,0500-01-01,1899-12-31,Small fragment from a medical work; deals with pain.,"['medical', 'pain']"
MS-TS-AS-00182-00242,Medical; list; letter; document,0500-01-01,1899-12-31,"Recto: document, with a continuation sign at the top of the page, indicating that it is part of a longer document, perhaps a letter. Verso: list of materia medica, such as doronicum, Chinese cinnamon, crystalline sugar, mace, borage-water, nard, cloves, Myristica fragrant, Elettaria cardamom and Cissus vitiginea. With Coptic numerals.","['borage-water', 'cardamom', 'cinnamon', 'cissus', 'clove', 'fragrant', 'mace', 'medica', 'myristica', 'nard', 'sugar', 'vitiginea']"
MS-TS-AS-00182-00258,Medical; list,0500-01-01,1899-12-31,"List of materia medica, with Coptic numerals.",['medica']
MS-TS-AS-00182-00262,Medical,0500-01-01,1899-12-31,Leaf from a collection of Hippocratic Aphorisms.,"['aphorism', 'hippocratic']"
MS-TS-AS-00182-00267,Medical; list; document,0500-01-01,1899-12-31,"Recto: list of medical substances for a prescription, with Coptic numerals. Verso: document, probably a note relating to trade.","['medical', 'prescription']"
MS-TS-AS-00182-00269,Medical,0500-01-01,1899-12-31,"Medical work, discussing inflammatory swellings, and their symptoms and signs, as well as fever and loss of weight. Rubrication of particular words and, more unusually, of the Arabic vocalisation.","['fever', 'inflammatory', 'medical', 'swelling', 'weight']"
MS-TS-AS-00182-00273,Medical,0500-01-01,1899-12-31,"Leaf from a medical work, which discusses evacuation, such as the method of elimination by vomiting in dry climate, and medicaments which cause congestion of the pores and sweating. Marginal jottings.","['cause', 'elimination', 'medical', 'medicament', 'pore', 'sweating', 'vomiting']"
MS-TS-AS-00182-00298,Medical; list,0500-01-01,1899-12-31,"Leaf from a medical work, which discusses preparations of ointments, including one to to treat scrofula and bubo, a lead ointment to treat ulcers, and a verdigris ointment to treat deeply penetrating and chronic ulcers.","['bubo', 'chronic', 'lead', 'medical', 'ointment', 'penetrating', 'preparation', 'treat', 'ulcer', 'verdigris']"
MS-TS-AS-00182-00303,Medical; list,0500-01-01,1899-12-31,"List of materia medica, including simples such as Convolvulus scammonia, mastic, amber, liquorice, and camphor.","['amber', 'camphor', 'convolvulus', 'liquorice', 'mastic', 'medica', 'scammonia']"
MS-TS-AS-00182-00308,Medical,0500-01-01,1899-12-31,"Medical work presenting dishes to prepare for invalids, with ingredients such as chicken, fish, milk, and honey, with sweet dishes prepared from flour and rosewater.","['chicken', 'flour', 'honey', 'medical', 'milk', 'prepare', 'prepared', 'rosewater']"
MS-TS-AS-00182-00320,Medical,0500-01-01,1899-12-31,"Medical work, dealing with complications of diseases of the liver, spleen, kidneys and bladder, with a discussion of ascites.","['ascites', 'bladder', 'disease', 'kidney', 'liver', 'medical', 'spleen']"
MS-TS-AS-00183-00035,Medical,0500-01-01,1899-12-31,"Small fragment from a medical text, discussing the innate heat of the body.","['body', 'heat', 'medical']"
MS-TS-AS-00183-00058,Medical; astrological; divination,0500-01-01,1899-12-31,"Astrological or related divinatory text, which on recto includes prognostications regarding the colour of people and their temperament. Planets and the shape of star signs are discussed on verso. On both sides, there are patterns of dots.","['astrological', 'colour', 'divinatory', 'side', 'star']"
MS-TS-AS-00183-00061,Medical,0500-01-01,1899-12-31,"Fragment from a medical text, which contains a recipe.",['medical']
MS-TS-AS-00183-00078,Medical,0500-01-01,1899-12-31,"Small fragment from a medical codex, which discusses the flow of humours, lachrymal abcess and fistulas on recto, and treatment of stye, loss of eyelashes, ulcers of the eyelids and atheroma of the eyelids.","['abcess', 'eyelash', 'eyelid', 'fistula', 'humour', 'lachrymal', 'medical', 'stye', 'treatment', 'ulcer']"
MS-TS-AS-00183-00104,Medical,0500-01-01,1899-12-31,"Probably a medical text, which repeatedly quotes al-Raʾīs, a nickname of Avicenna.",['medical']
MS-TS-AS-00183-00106,Medical,0500-01-01,1899-12-31,"Fragment from a medical book, which contains a recipe with simples such as dodder, flax, stoneless raisins, myrtle leaves, and Chinese cinnamon.","['cinnamon', 'dodder', 'flax', 'medical', 'myrtle', 'raisin']"
MS-TS-AS-00183-00112,Medical,0500-01-01,1899-12-31,"Medical text, which includes a chapter 4 on urine formation and its excretion, quoting a certain Isaac, probably Isaac Israeli. Examination of urine for its colour and consistency, and signs of imminent death.","['colour', 'death', 'excretion', 'medical', 'urine']"
MS-TS-AS-00183-00119,Medical,0500-01-01,1899-12-31,"Medical work discussing Hippocratic aphorisms on types of breathing, sweating around the neck and forehead, and management of patients.","['aphorism', 'breathing', 'forehead', 'hippocratic', 'medical', 'neck', 'patient', 'sweating']"
MS-TS-AS-00183-00123,Medical,0500-01-01,1899-12-31,"Medical work discussing Hippocratic aphorisms on types of breathing, sweating around the neck and forehead, and management of patients.","['aphorism', 'breathing', 'forehead', 'hippocratic', 'medical', 'neck', 'patient', 'sweating']"
MS-TS-AS-00183-00131,Medical; astrological,0500-01-01,1899-12-31,"Beginning of the first chapter of an astrological book dealing with prognostications concerning health and disease, fevers, painful fistulae and rainfall.","['astrological', 'disease', 'fever', 'fistula', 'health', 'painful']"
MS-TS-AS-00183-00135,Medical,0500-01-01,1899-12-31,"Fragment from a medical work, discussing the causes and signs of abscesses, for example abdominal abcesses, and their treatment.","['abcesses', 'abdominal', 'abscess', 'cause', 'medical', 'treatment']"
MS-TS-AS-00183-00144,Medical,0500-01-01,1899-12-31,"Pages from a medical work, discussing the treatment of chronic trachoma, ear diseases, and skin complaints, quoting Oribasius.","['chronic', 'disease', 'ear', 'medical', 'skin', 'trachoma', 'treatment']"
MS-TS-AS-00183-00148,Medical,0500-01-01,1899-12-31,"Leaf from a medical work, discussing sexual medicine, such as amenorrhoea, gynaecology, and pregnancy.","['amenorrhoea', 'gynaecology', 'medical', 'medicine', 'pregnancy', 'sexual']"
MS-TS-AS-00183-00159,Medical; list,0500-01-01,1899-12-31,"Lists of materia medica, with simples such as indigo, Mimosa nilotica, pomegranate flower, and turpeth. In columns, with quantities in Coptic numerals.","['flower', 'medica', 'mimosa', 'nilotica', 'pomegranate', 'turpeth']"
MS-TS-AS-00183-00163,Medical,0500-01-01,1899-12-31,"Commentary on Avicenna, Al-qanūn fī l-ṭibb (‘Canon of medicine’), given in the form of questions and answers, and on the causes of diseases (ed. Būlāq I: 79-80).","['cause', 'disease', 'medicine']"
MS-TS-AS-00183-00179,Medical,0500-01-01,1899-12-31,"Leaf from a medical work, which deals here with diseases prevalent in the different seasons and months. In the summer, tertian and synochus fevers, trachoma, earache and vomiting occur most commonly. In the months of Tišrīn, there is intermittent fever, coughs, splenic pains, excessive expectoration, diarrhoea, dysuria, pleurisy, pneumonia and chest pains. The work is probably of Christian or Syro-Palestinian origin.","['chest', 'cough', 'diarrhoea', 'disease', 'dysuria', 'earache', 'excessive', 'fever', 'medical', 'pain', 'pleurisy', 'pneumonia', 'splenic', 'synochus', 'tertian', 'trachoma', 'vomiting']"
MS-TS-AS-00183-00183,Medical; letter,0500-01-01,1899-12-31,"Management of feverish patients, with rose-water and bread made from white flour recommended as their food and drink. Either notes or correspondence, as verso is written inverted in relation to recto, and the two sides seem to be in different hands.","['bread', 'feverish', 'flour', 'food', 'hand', 'patient', 'rose-water', 'side']"
MS-TS-AS-00183-00185,Medical,0500-01-01,1899-12-31,"Translation of Hippocrates, Aphorisms IV: 73-78 and V: 6-11 into Arabic.","['aphorism', 'hippocrates']"
MS-TS-AS-00183-00189,Medical; letter; jottings,0500-01-01,1899-12-31,"Ophthalmological text, mentioning the lens and layers of the eyes, and couching as a treatment for cataracts. In the margins are many different jottings in Arabic and Judaeo-Arabic, including epistolary formulae.","['cataract', 'eye', 'lens', 'ophthalmological', 'treatment']"
MS-TS-AS-00183-00197,Medical,0500-01-01,1899-12-31,"Leaf from a medical work, dealing with ear complaints, such as swelling of the ear, with symptoms and treatment, and quoting Avicenna and al-Jawharī. Simples mentioned include Conium maculatum, onions, and Mimosa gummifera.","['conium', 'ear', 'gummifera', 'medical', 'mimosa', 'onion', 'swelling', 'treatment']"
MS-TS-AS-00183-00201,Medical,0500-01-01,1899-12-31,"Recipes to treat trachoma and ulcers, with a title stating so. Simples included are washed haematite, gold scoria, silver scoria, peruse, and camphor.","['camphor', 'gold', 'haematite', 'scoria', 'silver', 'trachoma', 'treat', 'ulcer']"
MS-TS-AS-00183-00205,Medical,0500-01-01,1899-12-31,Medical text on fevers and lung diseases.,"['disease', 'fever', 'lung', 'medical']"
MS-TS-AS-00183-00216,Medical,0500-01-01,1899-12-31,"Medical prescription, which includes simples such as salt, Rheum palmatum, anise, common polypody, senna, borage, and fresh roses.","['anise', 'medical', 'palmatum', 'polypody', 'prescription', 'rheum', 'rose', 'salt', 'senna']"
MS-TS-AS-00183-00217,Medical,0500-01-01,1899-12-31,Fragment from a text that mentions phlegmatic and thick humours.,"['humour', 'phlegmatic']"
MS-TS-AS-00183-00258,Medical,0500-01-01,1899-12-31,"Leaf from a medical work, discussing humours and acute diseases, such as blurred vision, and the accumulation of chyme which irritates the membranes of the brain.","['blurred', 'brain', 'disease', 'humour', 'medical', 'membrane', 'vision']"
MS-TS-AS-00183-00261,Medical,0500-01-01,1899-12-31,"Medical text quoting Galen and dealing with excessive moisture in the bodily organs and corruption of the humours. Fol. 1r is written in Judaeo-Arabic with Arabic script insertions, fols 1v-2 are in Arabic.","['bodily', 'corruption', 'excessive', 'galen', 'humour', 'medical', 'organ']"
MS-TS-AS-00183-00262,Medical,0500-01-01,1899-12-31,"Medical text quoting Galen and dealing with excessive moisture in the bodily organs and corruption of the humours. Fol. 1r is written in Judaeo-Arabic with Arabic script insertions, fols 1v-2 are in Arabic.","['bodily', 'corruption', 'excessive', 'galen', 'humour', 'medical', 'organ']"
MS-TS-AS-00183-00271,Medical; astrological,0500-01-01,1899-12-31,"Astrological prognostications concerning prevalence of disease, headache, cold and erysipelas.","['astrological', 'cold', 'disease', 'erysipelas', 'headache']"
MS-TS-AS-00183-00279,Medical,0500-01-01,1899-12-31,"Work discussing materia medica, including simples such as olive oil and gum arabic.","['gum', 'medica', 'oil', 'olive']"
MS-TS-AS-00183-00308,Medical,0500-01-01,1899-12-31,"Leaf from a medical work that discusses excessive heat and dryness of the body, deficiency of food and effects on blood.","['blood', 'body', 'dryness', 'excessive', 'food', 'heat', 'medical']"
MS-TS-AS-00183-00311,Medical,0500-01-01,1899-12-31,Medical work with a discussion of dry residue.,['medical']
MS-TS-AS-00183-00312,Medical,0500-01-01,1899-12-31,Medical work dealing with the causes of heat and pain. Also on the use of spinach.,"['cause', 'heat', 'medical', 'pain', 'spinach']"
MS-TS-AS-00183-00322,Medical,0500-01-01,1899-12-31,"Part of a recipe using oil, arsenic and sulphur.","['arsenic', 'oil', 'sulphur']"
MS-TS-AS-00183-00327,Medical,0500-01-01,1899-12-31,"Translation of Hippocrates, Aphorisms VII: 36-46 into Arabic.","['aphorism', 'hippocrates']"
MS-TS-AS-00183-00331,Medical,0500-01-01,1899-12-31,"Work on materia medica, quoting Galen and Ḥubayš.","['galen', 'medica']"
MS-TS-AS-00183-00355,Medical,0500-01-01,1899-12-31,"Preparation of potions, quoting Rufus of Ephesus.","['potion', 'preparation']"
MS-TS-AS-00183-00356,Medical,0500-01-01,1899-12-31,"Preparation of potions, quoting Rufus of Ephesus.","['potion', 'preparation']"
MS-TS-AS-00183-00362,Minutes; medical,0500-01-01,1899-12-31,"64 minute fragments. Row 4, fragment 2 from right comes from a translation of Hippocrates, Aphorisms, and belongs with T-S AS 183.327.","['aphorism', 'hippocrates']"
MS-TS-AS-00184-00003,Medical,0500-01-01,1899-12-31,"Preparations of ointment to treat paralysis, of facial lotion and treatment of abscesses. Simples mentioned include ivy, convolvulus scammonia, and honey.","['abscess', 'convolvulus', 'facial', 'honey', 'ivy', 'lotion', 'ointment', 'paralysis', 'preparation', 'scammonia', 'treat', 'treatment']"
MS-TS-AS-00184-00008,Medical,0500-01-01,1899-12-31,"Translation of Hippocrates, Aphorisms I: 15-17.","['aphorism', 'hippocrates']"
MS-TS-AS-00184-00016,Medical,0500-01-01,1899-12-31,"Medical text, probably from a notebook, which mentions phthisis, palpitation and deadly poisons.","['medical', 'palpitation', 'phthisis', 'poison']"
MS-TS-AS-00184-00022,Medical,0500-01-01,1899-12-31,"Small fragment from a work on ophthalmology, in particular redness of the sclera.","['ophthalmology', 'redness', 'sclera']"
MS-TS-AS-00184-00027,Medical,0500-01-01,1899-12-31,"Fragment from a therapeutical work, dealing here with uses of certain desiccating potions.","['desiccating', 'potion', 'therapeutical']"
MS-TS-AS-00184-00028,Medical,0500-01-01,1899-12-31,"Fragment from a therapeutical work, dealing here with the treatment of convulsions in children, dysuria and alopecia. Rue cooked in oil is recommended for dysuria, and when topically applied, it is used to treat alopecia.","['alopecia', 'child', 'convulsion', 'dysuria', 'oil', 'therapeutical', 'topically', 'treat', 'treatment']"
MS-TS-AS-00184-00048,Medical,0500-01-01,1899-12-31,"Fragment from a medical work, dealing with abdominal complaints.","['abdominal', 'medical']"
MS-TS-AS-00184-00051,Medical,0500-01-01,1899-12-31,"Fragment from a medical codex, dealing with abdominal complaints.","['abdominal', 'medical']"
MS-TS-AS-00184-00067,Medical,0500-01-01,1899-12-31,"Fragment from a medical work, which lists materia medica, such as myrobalan. The word nāfiʿ ‘beneficial’ is written in large, rubricated letters.","['medica', 'medical', 'myrobalan', 'nāfiʿ']"
MS-TS-AS-00184-00075,Medical,0500-01-01,1899-12-31,"Bifolium from a badly rubbed and faded text, which deals with evacuation and the elimination of impurities from the body.","['body', 'elimination', 'faded', 'impurity', 'rubbed']"
MS-TS-AS-00184-00098,Medical,0500-01-01,1899-12-31,"Fragment from a medical work, which deals deal with the upper respiratory tract and its ailments, such as difficulty in voice production and breathing, with causes and symptoms. Marginal jottings.","['ailment', 'breathing', 'cause', 'medical', 'respiratory', 'tract']"
MS-TS-AS-00184-00100,Medical,0500-01-01,1899-12-31,"Fragment from a medical work, dealing with abdominal complaints.","['abdominal', 'medical']"
MS-TS-AS-00184-00152,Medical,0500-01-01,1899-12-31,"Materia medica from a codex written in unusually small handwriting and leaving a wide margin. The text is taken from Avicenna, Al-qanūn fī l-ṭibb (‘Canon of medicine’; ed. Būlāq I: 288f). Simples mentioned include madder, theriac, millet, Datura metel, and cinnamon, with uses such as aphrodisiacs, treatment of stomach pains and colic.","['aphrodisiac', 'cinnamon', 'colic', 'madder', 'medica', 'medicine', 'metel', 'millet', 'pain', 'stomach', 'theriac', 'treatment']"
MS-TS-AS-00184-00173,Medical,0500-01-01,1899-12-31,"Fragment from a medical work, on the natural faculty.",['medical']
MS-TS-AS-00184-00175,Medical,0500-01-01,1899-12-31,Recipe which includes quantities of simples such as blue bdellium and wheat.,"['bdellium', 'wheat']"
MS-TS-AS-00184-00180,Medical,0500-01-01,1899-12-31,"Anatomical text, discussing the arteries and veins, skin and membranes, muscles and fat, mechanical members of the body and its compound members, the humours. Difficult to assess what sort of booklet or codex the text comes from, as the layout is very different on recto and verso.","['anatomical', 'ass', 'body', 'fat', 'humour', 'membrane', 'muscle', 'skin', 'vein']"
MS-TS-AS-00184-00183,Medical; letter,0500-01-01,1899-12-31,Letter from Mūsā b. Hibat Allah al-Yahūdī ‘the doctor’ to an unknown addressee.,"['doctor', 'hibat']"
MS-TS-AS-00184-00187,Medical; letter,0500-01-01,1899-12-31,"Recto: recipe, introduced with the basmala and including Prunus mahaleb, Cistus ladaniferus, nard, and rose seeds. Verso: the last line of a letter or document mentioning ‘our lord the Nagid’.","['basmala', 'cistus', 'ladaniferus', 'mahaleb', 'nard', 'prunus', 'rose']"
MS-TS-AS-00184-00200,Medical,0500-01-01,1899-12-31,"Table of contents of a medical work in small format, with chapters on gustatory abnormality, diseases of the gum, ulcers, scrofula, wounds, sinuses, alopecia, herpes, facial swellings, and headaches.","['alopecia', 'disease', 'facial', 'gum', 'gustatory', 'headache', 'herpes', 'medical', 'sinus', 'swelling', 'ulcer', 'wound']"
MS-TS-AS-00184-00268,Medical,0500-01-01,1899-12-31,"Page from a small format work, here concerned with anatomy and body parts such as the skull, orbital bones, teeth and joints.","['anatomy', 'body', 'bone', 'skull', 'teeth']"
MS-TS-AS-00184-00285,Medical,0500-01-01,1899-12-31,"Small fragment from a medical work, mentioning medical terms such as ‘medications’ and ‘treatment’, and the typical recipe formula ‘take one from each’.","['medical', 'medication', 'treatment']"
MS-TS-AS-00184-00293,Medical; list,0500-01-01,1899-12-31,"List of materia medica, containing simples such as anise, galingale and mint.","['anise', 'medica', 'mint']"
MS-TS-AS-00184-00294,Medical,0500-01-01,1899-12-31,Recipe for the preparation of tablets.,"['preparation', 'tablet']"
MS-TS-AS-00184-00311,Medical,0500-01-01,1899-12-31,Preparations of recipes.,['preparation']
MS-TS-AS-00184-00321,Medical; letter,0500-01-01,1899-12-31,"List of materia medica, containing simples such as endive, Armenian bole, and red and yellow arsenic, probably part of a letter as verso contains an address (‘this letter should be sent to …’). On recto, many of the entries are crossed out, some with red ink.","['arsenic', 'endive', 'medica', 'red', 'yellow']"
MS-TS-AS-00184-00332,Medical,0500-01-01,1899-12-31,"Fragment from a medical text on fevers and faculties, possibly for private use.","['fever', 'medical']"
MS-TS-AS-00184-00337,Medical,0500-01-01,1899-12-31,"Fragment from a medical work, concerned with the digestive system, the stomach and the appetite.","['appetite', 'medical', 'stomach']"
MS-TS-AS-00184-00342,Medical,0500-01-01,1899-12-31,"Fragment from a medical work, mentioning a disease which is treated with an oily dressing.","['disease', 'medical', 'oily', 'treated']"
MS-TS-AS-00184-00343,Medical,0500-01-01,1899-12-31,"Fragment from a medical work, here regarding a complaint under the armpit, to be treated with a dressing made of starch.","['armpit', 'medical', 'starch', 'treated']"
MS-TS-AS-00184-00363,Medical,0500-01-01,1899-12-31,"Small fragment from an ophthalmological text, regarding the treatment of inversion of the eyelids, mentioning a collyrium (eye wash) made of salix.","['collyrium', 'eye', 'eyelid', 'ophthalmological', 'salix', 'treatment']"
MS-TS-AS-00184-00369,Medical,0500-01-01,1899-12-31,"Materia medica: heat producing substances and residue. On verso, a different hand in different ink and possibly magical characteres.","['hand', 'heat', 'magical', 'medica']"
MS-TS-AS-00184-00370,Medical,0500-01-01,1899-12-31,Medical text,['medical']
MS-TS-AS-00184-00373,Medical,0500-01-01,1899-12-31,"Medical text, mentioning the legs.","['leg', 'medical']"
MS-TS-AS-00184-00374,Medical; magical (?),0500-01-01,1899-12-31,"Materia medica: heat producing substances and residue. Also mentions barley water. On verso, a different hand in different ink and possibly magical characteres.","['barley', 'hand', 'heat', 'magical', 'medica', 'water']"
MS-TS-AS-00184-00375,Medical,0500-01-01,1899-12-31,"Medical text concerned with toxicology, such as snake poison and its effect on the body, as well as lethal medicines.","['body', 'medical', 'medicine', 'poison', 'snake', 'toxicology']"
MS-TS-AS-00184-00376,Medical,0500-01-01,1899-12-31,Medical text concerned with the organs of the body and the temperaments.,"['body', 'medical', 'organ']"
MS-TS-AS-00184-00382,Medical,0500-01-01,1899-12-31,Text on acute diseases.,['disease']
MS-TS-AS-00184-00446,Medical,0500-01-01,1899-12-31,"Fragment from a medical work, dealing with moist and cold conditions.","['cold', 'condition', 'medical']"
MS-TS-AS-00187-00242,Medical,0500-01-01,1899-12-31,"Avicenna, Al-qanūn fī l-ṭibb (‘Canon of medicine’), end of chapter 18 on the anatomy of the muscles of the forearm and beginning of chapter 19 on the anatomy of the muscles of the wrist (ed. Būlāq I: 47-48).","['anatomy', 'forearm', 'medicine', 'muscle']"
MS-TS-AS-00199-00352,Medical,0500-01-01,1899-12-31,"Leaf from a late period medical codex, dealing with obstetrics. Beginning of chapter 16, with heading written in large letters, on difficult labour.",['medical']
MS-TS-AS-00199-00353,Medical,0500-01-01,1899-12-31,"Leaf from a late period medical codex, dealing with obstetrics and childbirth for overweight and underweight women.","['childbirth', 'medical', 'overweight', 'underweight']"
MS-TS-AS-00199-00354,Medical,0500-01-01,1899-12-31,"Leaf from a late period medical codex, obstetrics and beginning of chapter 12, with heading written in larger script, on smallpox and measles.","['medical', 'smallpox']"
MS-TS-AS-00199-00355,Medical,0500-01-01,1899-12-31,"Leaf from a late period medical codex, discussion of symptoms.",['medical']
MS-TS-AS-00200-00143,Medical,0500-01-01,1899-12-31,"Leaf from a late period medical codex, dealing with obstetrics.",['medical']
MS-TS-AS-00200-00146,Medical,0500-01-01,1899-12-31,"Leaf from a late period medical codex, dealing with obstetrics.",['medical']
MS-TS-AS-00200-00313,Medical,0500-01-01,1899-12-31,"Leaves from a late period medical codex, dealing with obstetrics.",['medical']
MS-TS-AS-00200-00314,Medical,0500-01-01,1899-12-31,"Leaves from a late period medical codex, dealing with women’s diseases.","['disease', 'medical']"
MS-TS-AS-00200-00315,Medical,0500-01-01,1899-12-31,"Leaf from a late period medical codex, dealing with the management of sexual disease, with consideration of the age of the patient.","['disease', 'medical', 'patient', 'sexual']"
MS-TS-AS-00201-00056,Medical,0500-01-01,1899-12-31,"Leaf from a late period medical codex, dealing with urine.","['medical', 'urine']"
MS-TS-AS-00202-00270,Medical,0500-01-01,1899-12-31,"Leaf from a late period medical codex, dealing with diseases of the breasts and lungs. Disease names are given in larger letters.","['breast', 'disease', 'lung', 'medical']"
MS-TS-AS-00202-00306,Medical,0500-01-01,1899-12-31,"Probably a leaf from a late period copy of a commentary on Avicenna, Al-qanūn fī l-ṭibb (‘Canon of medicine’). Includes the title of the fourth discourse on humours (ed. Būlāq I: 13).","['humour', 'medicine']"
MS-TS-AS-00202-00360,Medical,0500-01-01,1899-12-31,"Probably a leaf from a late period copy of a commentary on Avicenna, Al-qanūn fī l-ṭibb (‘Canon of medicine’). Includes the title of the fourth discourse on humours (ed. Būlāq I: 13).","['humour', 'medicine']"
MS-TS-AS-00202-00392,Medical,0500-01-01,1899-12-31,"Page from a late period copy of Moses ibn Tibbon’s translation of Maimonides’ commentary on Hippocrates, Aphorisms IV: 57-61, 66-69.","['aphorism', 'hippocrates']"
MS-TS-AS-00209-00250,Medical,0500-01-01,1899-12-31,"Page from a medical work, discussing fever.","['fever', 'medical']"
