words-tagged
Token,Is medical,Is medical,Token issues,Authorities,Ingredients,Ailments,Body Parts,Treatments
coadjutant,,x,,,,,,
coal,x,,,,x,,,
coan,,x,,x,,,,
coarseness,,,,,,,,
coco-grass,x,,,,x,,,
cocoon,x,,,,x,,,
codex,,,,,,,,
coitus,x,,,,,x,,
colchicum,,x,,,x,,,
cold,x,,,,,x,,
coldness,x,,,,,x,,
colera,,x,,x,,,,
colic,x,,,,,x,,
collecting,,,,,,,,
collection,,,,,,,,
collyrium,,x,,,,,,x
colocynth,,x,,,x,,,
colophon,,x,,,,,,
colour,x,,,,,,,
column,,,,,,,,
coma,x,,,,,x,,
combination,,,,,,,,
combined,,,,,,,,
combining,,,,,,,,
come,,,,,,,,
coming,,,,,,,,
commentary,,,,,,,,
commented,,,,,,,,
commerce,,,,,,,,
commissioner,,,,,,,,
commodity,,,,,,,,
common,,,,,,,,
commonly,,,,,,,,
community,,,,,,,,
compact,,,,,,,,
comparing,,,,,,,,
compendium,,,,,,,,
compiled,,,,,,,,
complains,,,,,,,,
complaint,,,,,,,,
complete,,,,,,,,
complex,,,,,,,,
complexion,,,,,,,,
complicated,,,,,,,,
complication,,,,,,,,
composed,,,,,,,,
composite,,,,,,,,
composition,,,,,,,,
compound,,,,,,,,
comprehensive,,,,,,,,
compress,,,,,,,,
comprises,,,,,,,,
comprising,,,,,,,,
concavity,,,,,,,,
concept,,,,,,,,
conception,,,,,,x,,
concern,,,,,,,,
concerned,,,,,,,,
concerning,,,,,,,,
conclusion,,,,,,,,
concoction,,,,,,,,x
concomitant,,,,,,,,
condition,x,,,,,,,
condolence,,,,,,,,
conduct,,,,,,,,
confection,,,,,,,,
confidence,,,,,,,,
configuration,,,,,,,,
confusion,,,,,,,,
congeal,,,,,,,,x
congestion,,,,,,x,,
congratulation,,,,,,,,
conium,x,,,,x,,,
conjunctiva,x,,,,,x,,
conjunctivitis,x,,,,,x,,
connected,,,,,,,,
connecting,,,,,,,,
connection,,,,,,,,
consequence,,,,,,,,
consequent,,,,,,,,
conserve,,,,,,,,
considerable,,,,,,,,
consideration,,,,,,,,
considered,,,,,,,,
consingments,,,,,,,,
consisted,,,,,,,,
consistency,,,,,,,,
consisting,,,,,,,,
consists,,,,,,,,
constellation,,,,,,,,
constipation,,,,,,x,,
constituent,,,,,,,,
constitutes,,,,,,,,
constitution,,,,,,,,
consultation,,,,,,,,
consuming,,,,,,,,
consumption,,,,,,x,,
contain,,,,,,,,
contained,,,,,,,,
container,,,,,,,,
containing,,,,,,,,
contains,,,,,,,,
content,,,,,,,,
context,,,,,,,,
continuation,,,,,,,,
continues,,,,,,,,
contraception,x,,,,,,,x
contraceptive,x,,,,,,,x
contract,,,,,,,,
contracted,,,,,,,,
contrast,,,,,,,,
convolvulus,,x,,,x,,,
convulsion,x,,,,,x,,
cook,,,,,,,,
cooked,,,,,,,,
cooking,,,,,,,,
cool,x,,,,,,,
coolant,x,,,,,,,
cooling,x,,,,,,,
copied,,,,,,,,
copper,,,,,x,,,
coptic,,,,,,,,
copy,,,,,,,,
copyist,,,,,,,,
coral,x,,,,x,,,
cord,,,,,,,,
cordial,x,,,,x,,,
coriander,x,,,,x,,,
corn,x,,,,x,,,
cornea,x,,,,,,x,
corneal,x,,,,,,x,
corner,,,,,,,,
corona,,x,,,,,x,
corps,,,,,,,,
correct,,,,,,,,
correspondence,,,,,,,,
corresponding,,,,,,,,
corroborated,,,,,,,,
corrupt,x,,,,,,,
corrupted,x,,,,,,,
corruption,x,,,,,,,
cosmetic,x,,,,,,,x
cost,,,,,,,,
costus,,,,,x,,,
cotton,x,,,,x,,,
couching,,,,,,,,x
cough,x,,,,,x,,
coughing,x,,,,,x,,
could,,,,,,,,
course,,,,,,,,
court,,,,,,,,
cousin,,,,,,,,
cover,,,,,,,,
covered,,,,,,,,
covering,,,,,,,,
cow,x,,,,x,,,
crack,x,,,,,x,,
cracked,x,,,,,x,,
cramp,x,,,,,x,,
cream,x,,,,,,,x
creation,,,,,,,,
cress,x,,,,x,,,
crippled,x,,,,,x,,
crisis,,,,,,x,,
critical,,,,,,x,,
crocus,x,,,,x,,,
crop,,,,,,,,
crossed,,,,,,,,
cruder,,,,,,,,
crush,x,,,,,,,
crushed,x,,,,,,,
cry,,,,,,x,,
crystal,,,,,,,,
crystalline,,,,,,,,
cubeb,,x,,,x,,,
cubital,,x,,,,,x,
cucumber,x,,,,x,,,
cumin,x,,,,x,,,
cupping,x,,,,,,,x
curability,x,,,,,,,x
curative,x,,,,,,,x
curcuma,,x,,,x,,,
cure,x,,,,,,,x
cured,x,,,,,,,x
curing,x,,,,,,,x
curriculum,,,,,,,,
cut,x,,,,,,,x
cutting,x,,,,,,,x
cyclamen,x,,,,x,,,
cyperus,,x,,,x,,,
cypress,,x,,,x,,,
cytinus,,x,,,x,,,
d,,,,,,,,
d.,,,,,,,,
da,,,,,,,,
dairy,x,,,,x,,,
damage,,,,,,,,
damaged,,,,,,,,
damaging,,,,,,,,
damascene,,,,,,,,
damascenus,,,,,,,,
damascus,,,,,,,,
danger,,,,,,,,
dangerous,,,,,,,,
daphne,,x,,,,,,
dared,,,,,,,,
dark,,,,,,,,
darmā,,,,,,,,
date,,,,,,,,
dated,,,,,,,,
datura,,,,,,,,
david,,,,,,,,
dawūd,,,,,,,,
day,,,,,,,,
daʿwat,,,,,,,,
de,,,,,,,,
dead,,,,,,x,,
deadly,,,,,,x,,
deafness,x,,,,,x,,
deal,,,,,,,,
dealing,,,,,,,,
dealt,,,,,,,,
death,x,,,,,x,,
debilitating,x,,,,,x,,
debt,,,,,,,,
decay,x,,,,,x,,
decorative,,,,,,,,
dedicated,,,,,,,,
deed,,,,,,,,
deemed,,,,,,,,
deeply,,,,,,,,
deficiency,,,,,,x,,
deficient,,,,,,x,,
defined,,,,,,,,
definition,,,,,,,,
deformed,x,,,,,x,,
degree,,,,,,,,
delusion,x,,,,,x,,
dental,x,,,,,x,,
dentifrice,x,,,,,,,x
dentist,x,,,x,,,,
dentistry,x,,,,,,,x
dependent,,,,,,,,
depending,,,,,,,,
depilatory,,x,,,,,,x
depression,x,,,,,x,,
derivation,,,,,,,,
derive,,,,,,,,
derived,,,,,,,,
derives,,,,,,,,
deriving,,,,,,,,
dermatitis,x,,,,,x,,
dermatological,x,,,,,,,x
dermatology,x,,,,,,,x
descendant,,,,,,,,
describe,,,,,,,,
described,,,,,,,,
describes,,,,,,,,
describing,,,,,,,,
description,,,,,,,,
descriptive,,,,,,,,
desiccating,x,,,,,,,
desiccative,x,,,,,,,
desire,x,,,,,,,
dessert,,,,,,,,
detachment,,,,,,,,
detail,,,,,,,,
detailed,,,,,,,,
detailing,,,,,,,,
detection,,,,,,,,
develop,,,,,,,,
developed,,,,,,,,
development,,,,,,,,
develops,,,,,,,,
devoted,,,,,,,,
diabetes,x,,,,,x,,
diagnosing,x,,,,,,,
diagnosis,x,,,,,,,
diagnostic,x,,,,,,,
diagnostics,x,,,,,,,
diagram,,,,,,,,
dialogical,,,,,,,,
diamond,x,,,,x,,,
diaphoretic,,x,,,,,,x
diarrhoea,x,,,,,x,,
dictionary,,,,,,,,
didactic,x,,,,,,,
die,x,,,,,x,,
died,x,,,,,x,,
diet,x,,,,,,,x
dietary,x,,,,,,,x
dietetic,x,,,,,,,x
dietetics,x,,,,,,,x
difference,,,,,,,,
different,,,,,,,,
differentiis,,,,,,,,
differing,,,,,,,,
difficult,,,,,,,,
difficulty,,,,,,,,
digested,,,,,,,,
digestion,,,,,,x,,
digestive,,,,,,x,,
dilatation,,,,,,,,x
dill,x,,,,x,,,
dimness,x,,,,,x,,
din,,,,,,,,
dioscorides,,,,x,,,,
diphtheria,x,,,,,x,,
dipping,,,,,,,,x
direction,,,,,,,,
directive,,,,,,,,
director,,,,,,,,
dirham,,,,,,,,
disabled,,,,,,x,,
disaster,,,,,,,,
discarded,,,,,,,,
discharge,,,,,,x,,
disciple,,,,,,,,
discolouration,x,,,,,x,,
discourse,,,,,,,,
discus,,,,,,,,
discussed,,,,,,,,
discussing,,,,,,,,
discussion,,,,,,,,
disease,x,,,,,x,,
diseased,x,,,,,x,,
dish,,,,,,,,
disintegration,x,,,,,x,,
dislocation,x,,,,,x,,
disorder,x,,,,,x,,
dispensary,,,,,,,,x
dispenses,,,,,,,,x
dispositio,,,,,,,,
dispute,,,,,,,,
dissolution,,,,,,,,x
dissolve,,,,,,,,x
dissolved,,,,,,,,x
distorted,,,,,,,,x
distress,x,,,,,x,,
disturbance,x,,,,,,,
diuretic,x,,,,,,,x
divided,,,,,,,,
divination,x,,,,,,,x
divinatory,x,,,,,,,x
divorce,x,,,,,,,
do,,,,,,,,
doctor,x,,,x,,,,
document,,,,,,,,
dodder,,x,,,x,,,
doe,,,,,x,,,
dog,x,,,,x,,,
done,,,,,,,,
doodle,,,,,,,,
doronicum,,,,,x,,,
dos,,,,,,,,
dosage,x,,,,,,,x
dot,,,,,,,,
down,,,,,,,,
dowry,,,,,,,,
doxology,,,,,,,,
draft,,,,,,,,
dragon,x,,,,,,,
drawing,,,,,,,,
drawn,,,,,,,,
dream,,,,,,,,
dress,,,,,,,,
dressing,,,,,,,,
dried,,,,,,,,
drink,,,,,,,,
drinking,,,,,,,,
drive,,,,,,,,
drop,,,,,,,,
dropsy,,,,,,x,,
drug,x,,,,,,,
druggist,x,,,x,,,,
drugstore,x,,,,,,,
drunk,x,,,,,x,,
drunkenness,x,,,,,x,,
dry,,,,,,,,
drying,x,,,,,,,
dryness,x,,,,,x,,
due,,,,,,,,
dura,,,,,,,,
duration,,,,,,,,
during,,,,,,,,
dye,,,,,,,,
dyeing,,,,,,,,
dying,x,,,,,x,,
dysentry,x,,,,,x,,
dysmenorrhea,x,,,,,x,,
dyspnoea,x,,,,,x,,
dysuria,x,,,,,x,,
dā,,,,,,,,
dāniyāl,,,,,,,,
dāniāl,,,,,,,,
dār,,,,,,,,
dāwud,,,,,,,,
dāwūd,,,,,,,,
e.g,,,,,,,,
e.g.,,,,,,,,
each,,,,,,,,
ear,x,,,,,,x,
earache,x,,,,,x,,
eardrop,x,,,,,x,,
earliest,,,,,,,,
early,,,,,,,,
ease,,,,,,,,
easily,,,,,,,,
east,,,,,,,,
eaten,,,,,,,,
eating,,,,,,,,
eclipse,,,,,,,,
ectropion,,x,,,,x,,
eczema,x,,,,,x,,
ed,,,,,,,,
edition,,,,,,,,
educational,,,,,,,,
effaced,,,,,,,,
effect,,,,,,,,
effective,x,,,,,,,
effectiveness,x,,,,,,,
efficacy,x,,,,,,,
egg,x,,,,x,,,
egypt,,,,,,,,
egyptian,,,,,,,,
eighth,,,,,,,,
either,,,,,,,,
ejaculation,x,,,,,x,,
ejaculation‫.‬,x,,x,,,x,,
el,,,,,,,,
elation,x,,,,,,,
elderly,x,,,,,x,,
elecampane,,x,,,x,,,
electuaries,,x,,,,,,x
electuary,,x,,,,,,x
elegant,,,,,,,,
elegantly,,,,,,,,
element,,,,,x,,,
elephantiasis,,,,,,x,,
elettaria,,,,,x,,,
eleventh-century,,,,,,,,
eli,,,,,,,,
elimination,x,,,,,,,x
elite,,,,,,,,
elixir,x,,,,,,,x
elsewhere,,,,,,,,
elyaqim,,,,,,,,
elʿazar,,,,,,,,
embrocation,x,,,,,,,x
embryo,x,,,,,,x,
embryology,x,,,,,,x,
emergence,,,,,,,,
emesis,,x,,,,,,x
emetic,,x,,,,,,x
emicrania,,x,,,,x,,
emmenagogue,,x,,,,,,x
employed,,,,,,,,
emuna,,x,,,,,,
encyclopaedia,,,,,,,,
end,,,,,,,,
ending,,,,,,,,
endive,,x,,,x,,,
endive-water,,x,,,x,,,
enema,x,,,,,,,x
enemy,,,,,,,,
enhance,,,,,,,,
enhances,,,,,,,,
enhancing,,,,,,,,
enlargement,x,,,,,x,,
enquiry,,,,,,,,
entered,,,,,,,,
entirely,,,,,,,,
entitled,,,,,,,,
entropion,,,,,,x,,
entry,,,,,,,,
ephemeral,,,,,,,,
ephesus,,,,,,,,
ephraim,,,,,,,,
epidemic,x,,,,,x,,
epilepsy,,,,,,x,,
epiphora,,x,,,,x,,
episode,,,,,,,,
epistaxis,,x,,,,x,,
epistle,,,,,,,,
epistolary,,,,,,,,
epithelium,,,,,,,x,
epitome,,,,,,,,
epizootic,,,,,,x,,
equivalent,,,,,,,,
era,,,,,,,,
erased,,,,,,,,
erection,,,,,,,x,
error,,,,,,,,
eruca,,x,,,x,,,
eruption,x,,,,,x,,
erysipelas,,x,,,,x,,
essential,,,,,,,,
established,,,,,,,,
esther,,x,,,,,,
etc,,,,,,,,
ethic,,,,,,,,
ethical,,,,,,,,
euphorbia,,,,,x,,,
europe,,,,,,,,
european,,,,,,,,
evacuated,,,,,,,,
evacuation,,,,,,,,x
even,,,,,,,,
evening,,,,,,,,
event,,,,,,,,
everlasting,,,,,,,,
every,,,,,,,,
everything,,,,,,,,
evidence,,,,,,,,
evil,x,,,,,,,
examination,,,,,,,,x
examined,,,,,,,,
examining,,,,,,,,
example,,,,,,,,
excess,x,,,,,x,,
excessive,x,,,,,,,
excessively,x,,,,,,,
excommunication,,,,,,,,
excrement,x,,,,,,x,
excretion,x,,,,,,x,
exercise,x,,,,,,,
exhaustion,x,,,,,x,,
exodus,,,,,,,,
exophthalmos,,,,,,x,,
exotic,,,,,,,,
expanded,,,,,,,,
expectorant,,,,,,,,x
expectorate,,,,,,,,x
expectoration,,,,,,,,x
expel,x,,,,,,,
expels,x,,,,,,,
expense,,,,,,,,
expert,,,,,,,,
explaining,,,,,,,,
explains,,,,,,,,
explicit,,,,,,,,
exposed,,,,,,,,
exposure,x,,,,,,,
expressed,,,,,,,,
expressing,,,,,,,,
expulsion,,,,,,,,
expulsive,,,,,,,,
extant,,,,,,,,
extended,,,,,,,,
extension,,,,,,,,
extensive,,,,,,,,
extensively,,,,,,,,
extent,,,,,,,,
exterminating,,,,,,,,
external,,,,,,,,
extract,,,,,,,,
extracted,,,,,,,,
extraction,,,,,,,,
extreme,,,,,,,,
extremely,,,,,,,,
extremity,,,,,,,,
eye,x,,,,,,x,
eye-pain,x,,,,,x,,
eye-washes,x,,,,,,,x
eyeball,x,,,,,,x,
eyebrow,x,,,,,,x,
eyelash,x,,,,,,x,
eyelid,x,,,,,,x,
eyesight,x,,,,,,x,
ezra,,x,,,,,,
f.,,,,,,,,
f.2v,,,,,,,,
face,x,,,,,,x,
facial,x,,,,,,x,
facilitate,,,,,,,,
facilitating,,,,,,,,
facing,,,,,,,,
fact,,,,,,,,
factor,,,,,,,,
facultatibus,,,,x,,,,
faculty,,,,,,,,
faded,x,,,,,,,
faeces,x,,,,,,x,
failing,,,,,,x,,
faint,x,,,,,x,,
faith,,,,,,,,
falling,,,,,,,,
falling-out,,,,,,,,
false,,,,,,,,
family,,,,,,,,
famine,,,,,,x,,
famous,,,,,,,,
fann,,,,,,,,
far,,,,,,,,
farmer,,,,,,,,
fasting,x,,,,,,,x
fat,x,,,,,x,,
father,x,,,,,,,
fatḥ,,,,,,,,
fava,,,,,x,,,
favourable,,,,,,,,
fawfal,,,,,,,,
faḍaʾil,,,,,,,,
faṣl,,,,,,,,
fear,x,,,,,x,,
feature,,,,,,,,
featuring,,,,,,,,
febrium,,,,x,,,,
feeling,,,,,,,,
fell,,,,,,,,
female,x,,,,,,,
fennel,x,,,,x,,,
fenugreek,x,,,,x,,,
fertility,x,,,,,x,,
fever,x,,,,,x,,
feverish,x,,,,,x,,
few,,,,,,,,
ff,,,,,,,,
field,,,,,,,,
fifth,,,,,,,,
fig,,,,,x,,,
figure,,,,,,,,
filing,,,,,,,,
filling,,,,,,,,
filtered,,,,,,,,
final,,,,,,,,
financial,,,,,,,,
fine,,,,,,,,
finger,x,,,,,,x,
fiqrā,,,,,,,,
firdaws,,,,,,,,
fire,,,,,x,,,
firqah,,x,,,,,,
first,,,,,,,,
fish,,,,,x,,,
fissure,x,,,,,x,,
fistula,,x,,,,x,,
five,,,,,,,,
flask,,,,,x,,,
flatulence,x,,,,,x,,
flax,x,,,,x,,,
flea,x,,,,,,,
flea-wort,x,,,,x,,,
fleawort,x,,,,x,,,
flood,x,,,,,,,
flooding,x,,,,,,,
flour,x,,,,x,,,
flow,,,,,,,,
flower,x,,,,x,,,
flu,x,,,,,x,,
fluid,x,,,,,x,,
flush,x,,,,,,,x
flux,x,,,,,x,,
focus,,,,,,,,
focusing,,,,,,,,
focussing,,,,,,,,
foetus,x,,,,,,x,
fol,,,,,,,,
folding,,,,,,,,
foliation,,,,,,,,
folio,,,,,,,,
folk,,,,,,,,
follow,,,,,,,,
followed,,,,,,,,
following,,,,,,,,
follows,,,,,,,,
fols,,,,,,,,
food,x,,,,,,,
foodstuff,x,,,,,,,
fool,x,,,,,,,
foot,x,,,,,,x,
for,,,,,,,,
force,,,,,,,,
forearm,x,,,,,,x,
forehead,x,,,,,,x,
foretelling,,,,,,,,
forgetfulness,x,,,,,x,,
forgiveness,,,,,,,,
form,,,,,,,,
format,,,,,,,,
formation,,,,,,,,
formed,,,,,,,,
former,,,,,,,,
formula,,,,,,,,
fostering,,,,,,,,
found,,,,,,,,
foundation,,,,,,,,
four,,,,,,,,
fourth,,,,,,,,
fox,x,,,,,,,
fracture,x,,,,,x,,
fragment,,,,,,,,
fragmentary,,,,,,,,
fragrance,,,,,,,,
fragrant,x,,,,,,,
france,,,,,,,,
frankincense,x,,,,x,,,
freckle,x,,,,,,x,
free-standing,,,,,,,,
frequency,,,,,,,,
frequent,,,,,,,,
fresh,,,,,,,,
from,,,,,,,,
froth,x,,,,,,,
frothy,x,,,,,,,
fruit,x,,,,x,,,
fully,,,,,,,,
fumaria,,x,,,x,,,
fume,,x,,,,,,
fumigant,x,,,,,,,x
fumigating,x,,,,,,,x
fumitory,,x,,,,,,x
function,,,,,,,,
further,,,,,,,,
fusṭāṭ,,,,,,,,
fālij,,,,,,,,
fāʾ,,,,,,,,
fī,,,,,,,,
fī-l,,,,,,,,
galbanum,,,,,x,,,
galen,x,,,x,,,,
galenic,,,,x,,,,
galingale,,,,,x,,,
gall-nut,x,,,,x,,,
gallic,,x,,,x,,,
gallnut,x,,,,x,,,
gallnuts,x,,,,x,,,
gangrene,x,,,,,x,,
gangrenous,x,,,,,x,,
garden,,,,,,,,
gargle,x,,,,,,,x
gargling,x,,,,,,,x
garlic,x,,,,x,,,
gas,x,,,,,x,,
gasping,x,,,,,x,,
gastric,x,,,,,,x,
gastro-intestinal,x,,,,,,x,
gaʾon,,,,,,,,
genealogical,x,,,,,,,
general,,,,,,,,
generally,,,,,,,,
generation,,,,,,,,
generously,,,,,,,,
genesis,,,,,,,,
gentian,,,,,x,,,
gentle,,,,,,,,
geomantic,,,,,,,,
get,,,,,,,,
giddiness,x,,,,,x,,
gigantic,x,,,,,,,
ginger,x,,,,x,,,
gingivitis,x,,,,,x,,
give,,,,,,,,
given,,,,,,,,
giving,,,,,,,,
gland,,,,,,,x,
glass,,,,,,,,
glaucon,,,,x,,,,
glauconem,,,,x,,,,
glued,,,,,,,,
go,,,,,,,,
goat,x,,,,x,,,
god,,,,,,,,
going,,,,,,,,
gold,x,,,,x,,,
goldsmith,,,,,,,,
good,,,,,,,,
goose,x,,,,x,,,
gordon,,,,,,,,
gourd,x,,,,x,,,
gout,x,,,,,x,,
grammar,,,,,,,,
grammatical,,,,,,,,
grape,x,,,,x,,,
grass,x,,,,x,,,
gratitude,,,,,,,,
great,,,,,,,,
greek,,,,,,,,
green,,,,,,,,
groin,x,,,,,,x,
groom,x,,,,,,,
ground,,,,,,,,
growing,,,,,,,,
growth,x,,,,,,x,
guidance,,,,,,,,
guide,,,,,,,,
guideline,,,,,,,,
gum,x,,,,x,,,
gummifera,,x,,,x,,,
gustatory,,x,,,,,x,
gut,x,,,,,,x,
gynaecological,x,,,,,,x,
gynaecology,x,,,,,,x,
gypsophila,,x,,,x,,,
ha,,,,,,,,
ha-bavli,,,,,,,,
ha-kohen,,,,,,,,
ha-levi,,,,,,,,
ha-sar,,,,,,,,
ha-zaqen,,,,,,,,
habakkuk,,,,,,,,
had,,,,,,,,
hadīṯ,,,,,,,,
haematite,x,,,,x,,,
haematuria,x,,,,,x,,
haemorrhage,x,,,,,x,,
haemorrhoid,x,,,,,x,,
hai,,,,,,,,
hair,x,,,,,,x,
hair-dye,x,,,,,,,
hairy,x,,,,,x,,
hajj,,,,,,,,
halakhic,,,,,,,,
half,,,,,,,,
halitosis,x,,,,,x,,
hallucination,x,,,,,x,,
hamza,,x,,,,,,
hand,x,,,,,,x,
handbook,,,,,,,,
handwriting,,,,,,,,
hanzar,,,,,,,,
happen,,,,,,,,
happiness,x,,,,,,,
happy,x,,,,,,,
hard,x,,,,,,,
hardened,x,,,,,,,
hardening,x,,,,,,,
harmala,,x,,,x,,,
harmonisation,,,,,,,,
harmony,,,,,,,,
harvest,,,,,,,,
hat,,,,,,,,
hated,,,,,,,,
have,,,,,,,,
having,,,,,,,,
hazelnut,x,,,,x,,,
he,,,,,,,,
he-ḥaver,,,,,,,,
head,x,,,,,,x,
headache,x,,,,,x,,
heading,,,,,,,,
heal,x,,,,,,,x
healing,x,,,,,,,x
health,x,,,,,,,x
healthy,x,,,,,,,x
heard,x,,,,,,,
hearing,x,,,,,x,,
heart,x,,,,,,x,
heat,x,,,,,,,x
heath,x,,,,,,,
heating,x,,,,,,,
heaviness,x,,,,,,,
heavy,x,,,,,,,
hebrew,,,,,,,,
hectic,,,,,,,,
heeded,,,,,,,,
heel,x,,,,,,x,
hellebore,,x,,,x,,,
helminthicides,,x,,,,,,x
help,,,,,,,,
helping,,,,,,,,
hematite,,x,,,x,,,
hemicrania,,x,,,,x,,
hemlock,x,,,,x,,,
hemp,x,,,,x,,,
hen,x,,,,x,,,
henna,,,,,x,,,
hepatic,,,,,,x,,
her,,,,,,,,
herb,,,,,x,,,
here,,,,,,,,
hernia,x,,,,,x,,
herpes,x,,,,,x,,
he…,,,,,,,,
hibat,,x,,,,,,
hiccough,x,,,,,x,,
hiccup,x,,,,,x,,
higher,,,,,,,,
hillel,,,,,,,,
him,,,,,,,,
himself,,,,,,,,
hip,,,,,,,,
hippocrates,x,,,x,,,,
hippocratic,x,,,x,,,,
hirsutism,,x,,,,x,,
his,,,,,,,,
historical,,,,,,,,
hoarse,x,,,,,x,,
hoarseness,x,,,,,x,,
hold,,,,,,,,
homiletic,,x,,,,,,
honey,x,,,,x,,,
honorarium,,,,,,,,
horehound,,,,,x,,,
horizontal,,,,,,,,
horn,x,,,,x,,,
horned,x,,,,,,,
hosea,,,,,,,,
hospital,,,,,,,,x
hot,x,,,,,,,
hotness,x,,,,,,,
hotter,x,,,,,,,
house,,,,,,,,
how,,,,,,,,
however,,,,,,,,
human,x,,,,,,x,
humid,x,,,,,,,
humidity,x,,,,,,,
humoral,,,,,,,,x
humour,x,,,,,,,x
hunger,x,,,,,x,,
husband,,,,,,,,
hyacinth,x,,,,x,,,
hyderabad,,,,,,,,
hydrophobia,,,,,,x,,
hygiene,x,,,,,,,x
hygienic,x,,,,,,,x
hypocistis,x,,,,x,,,
hypopyon,x,,,,,x,,
hyssop,x,,,,x,,,
i,,,,,,,,
i.e,,,,,,,,
i:1-2,,,,,,,,
i:112,,,,,,,,
i:123,,,,,,,,
i:13,,,,,,,,
i:14-15,,,,,,,,
i:17,,,,,,,,
i:19,,,,,,,,
i:23-ii:1,,,,,,,,
i:3,,,,,,,,
i:4,,,,,,,,
i:43-51,,,,,,,,
i:58,,,,,,,,
i:61,,,,,,,,
i:73,,,,,,,,
i:9-14,,,,,,,,
ibn,,,,,,,,
ibrahim,,,,,,,,
ibrahīm,,,,,,,,
ibrāhīm,,,,,,,,
iced,x,,,,,,,
idea,,,,,,,,
identified,,,,,,,,
identifies,,,,,,,,
identify,,,,,,,,
ie,,,,,,,,
if,,,,,,,,
ii,,,,,,,,
ii:137-55,,,,,,,,
ii:24-25,,,,,,,,
ii:245-247,,,,,,,,
ii:25-26,,,,,,,,
ii:51-iii:9,,,,,,,,
ii:57-58,,,,,,,,
iii,,,,,,,,
iii:130,,,,,,,,
iii:333,,,,,,,,
iii:342,,,,,,,,
iii:39,,,,,,,,
iii:68-71,,,,,,,,
ikhwān,,,,,,,,
il,,,,,,,,
ill,x,,,,,,,
illegible,,,,,,,,
illness,x,,,,,x,,
ilā,,,,,,,,
imminent,,,,,,,,
immobility,x,,,,,x,,
impairing,x,,,,,x,,
importance,,,,,,,,
importation,,,,,,,,
impotence,x,,,,,x,,
improve,,,,,,,,
improvement,,,,,,,,
improves,,,,,,,,
improving,,,,,,,,
impurity,x,,,,,x,,
in,,,,,,,,
incantation,,,,,,,,x
incense,x,,,,,,,x
incidence,,,,,,,,
incipits,,x,,,,,,
include,,,,,,,,
included,,,,,,,,
includes,,,,,,,,
including,,,,,,,,
incomplete,,,,,,,,
incontinence,x,,,,,x,,
incorporating,,,,,,,,
increase,,,,,,,,
increasing,,,,,,,,
incurable,x,,,,,x,,
india,,,,,,,,
indian,,,,,,,,
indicated,,,,,,,,
indicating,,,,,,,,
indication,,,,,,,,
indicative,,,,,,,,
indigestion,x,,,,,x,,
indigo,,,,,x,,,
induced,,,,,,,,x
infant,x,,,,,,x,
infected,x,,,,,x,,
infection,x,,,,,x,,
infertility,x,,,,,x,,
infestation,x,,,,,x,,
inflamed,x,,,,,x,,
inflammation,x,,,,,x,,
inflammatory,x,,,,,x,,
influence,,,,,,,,
informal,,,,,,,,
information,,,,,,,,
infusion,x,,,,,,,x
ingest,x,,,,,,,
ingested,x,,,,,,,
ingestion,x,,,,,,,
ingredient,,,,,,,,
ingrowth,x,,,,,,,
inhalation,x,,,,,,,
inhibit,,,,,,,,
injection,,,,,,,,x
injured,x,,,,,,,
injury,x,,,,,x,,
ink,,,,,,,,
innate,,,,,,,,
inner,,,,,,,,
inorganic,,,,,,,,
inscribed,,,,,,,,
insertion,,,,,,,,
inside,,,,,,,,
inside-out,,,,,,,,
insomnia,x,,,,,x,,
instance,,,,,,,,
instruction,,,,,,,,
instrument,,,,,,,,
insufflation,,x,,,,,,x
integrating,,,,,,,,
intense,,,,,,,,
interconnectedness,,,,,,,,
intercourse,x,,,,,x,,
interest,,,,,,,,
interlinear,,,,,,,,
intermediary,,,,,,,,
intermittent,,,,,,,,
internal,,,,,,x,,
interpretation,,,,,,,,
interspersed,,,,,,,,
intervention,,,,,,,,
intestinal,x,,,,,,x,
intestine,x,,,,,,x,
into,,,,,,,,
intoxication,x,,,,,x,,
introduced,,,,,,,,
introducing,,,,,,,,
introduction,,,,,,,,
introductory,,,,,,,,
invalid,,,,,,x,,
inventory,,,,,,,,
inversion,,,,,,,,
inverted,,,,,,,,
invocation,,,,,,,,
involuntary,,,,,,,,
involved,,,,,,,,
involving,,,,,,,,
iraq,,,,,,,,
iraqi,,,,,,,,
iris,x,,,,,,x,
iron,x,,,,x,,,
irregular,,,,,,x,,
irritates,,,,,,x,,
irritation,,,,,,x,,
is,,,,,,,,
isaac,,,,,,,,
isaiah,,,,,,,,
ischiectomy,x,,,,,,,x
ism,,,,,,,,
isolated,,,,,,,,
israeli,,,,,,,,
issue,,,,,,,,
issued,,,,,,,,
isḥāq,,,,,,,,
it,,,,,,,,
italian,,,,,,,,
italy,,,,,,,,
itch,x,,,,,x,,
itching,x,,,,,x,,
itchy,x,,,,,x,,
item,,,,,,,,
itemised,,,,,,,,
iteration,,,,,,,,
iv,,,,,,,,
iv:73-74,,,,,,,,
ivy,x,,,,,,,
iyāni,,,,,,,,
iḡlawqun,,,,,,,,
jacob,,,,,,,,
jalap,,,,,x,,,
janier,,,,,,,,
jasmine,x,,,,x,,,
jaundice,x,,,,,x,,
jaw,,,,,,,x,
jeremiah,,,,,,,,
jerusalem,,,,,,,,
jew,,,,,,,,
