classmark,token
MS-TS-AR-00042-00147,fifth
MS-TS-AR-00042-00147,discourse
MS-TS-AR-00042-00147,on
MS-TS-AR-00042-00147,putrid
MS-TS-AR-00042-00147,fever
MS-TS-AR-00042-00147,beginning
MS-TS-AR-00042-00147,of
MS-TS-AR-00042-00147,the
MS-TS-AR-00042-00147,first
MS-TS-AR-00042-00147,discourse
MS-TS-AR-00042-00151,page
MS-TS-AR-00042-00151,from
MS-TS-AR-00042-00151,booklet
MS-TS-AR-00042-00151,dealing
MS-TS-AR-00042-00151,with
MS-TS-AR-00042-00151,the
MS-TS-AR-00042-00151,treatment
MS-TS-AR-00042-00151,of
MS-TS-AR-00042-00151,wind
MS-TS-AR-00042-00151,wart
MS-TS-AR-00042-00151,urinary
MS-TS-AR-00042-00151,problem
MS-TS-AR-00042-00151,painful
MS-TS-AR-00042-00151,menstruation
MS-TS-AR-00042-00151,and
MS-TS-AR-00042-00151,hard
MS-TS-AR-00042-00151,swelling
MS-TS-AR-00042-00151,abortive
MS-TS-AR-00042-00151,medicament
MS-TS-AR-00042-00151,for
MS-TS-AR-00042-00151,removing
MS-TS-AR-00042-00151,dead
MS-TS-AR-00042-00151,foetus
MS-TS-AR-00042-00151,simple
MS-TS-AR-00042-00151,mentioned
MS-TS-AR-00042-00151,are
MS-TS-AR-00042-00151,musk
MS-TS-AR-00042-00151,cabbage
MS-TS-AR-00042-00151,curcuma
MS-TS-AR-00042-00151,mint
MS-TS-AR-00042-00151,celery
MS-TS-AR-00042-00151,rue
MS-TS-AR-00042-00151,sweet
MS-TS-AR-00042-00151,and
MS-TS-AR-00042-00151,bitter
MS-TS-AR-00042-00151,almond
MS-TS-AR-00042-00151,and
MS-TS-AR-00042-00151,honey
MS-TS-AR-00042-00154,leaf
MS-TS-AR-00042-00154,from
MS-TS-AR-00042-00154,avicenna
MS-TS-AR-00042-00154,al-qanūn
MS-TS-AR-00042-00154,fī
MS-TS-AR-00042-00154,l-ṭibb
MS-TS-AR-00042-00154,canon
MS-TS-AR-00042-00154,of
MS-TS-AR-00042-00154,medicine
MS-TS-AR-00042-00154,here
MS-TS-AR-00042-00154,focussing
MS-TS-AR-00042-00154,on
MS-TS-AR-00042-00154,cause
MS-TS-AR-00042-00154,and
MS-TS-AR-00042-00154,type
MS-TS-AR-00042-00154,of
MS-TS-AR-00042-00154,pain
MS-TS-AR-00042-00154,ed
MS-TS-AR-00042-00154,būlāq
MS-TS-AR-00042-00167,commentary
MS-TS-AR-00042-00167,on
MS-TS-AR-00042-00167,avicenna
MS-TS-AR-00042-00167,al-qanūn
MS-TS-AR-00042-00167,fī
MS-TS-AR-00042-00167,l-ṭibb
MS-TS-AR-00042-00167,canon
MS-TS-AR-00042-00167,of
MS-TS-AR-00042-00167,medicine
MS-TS-AR-00042-00167,dealing
MS-TS-AR-00042-00167,with
MS-TS-AR-00042-00167,the
MS-TS-AR-00042-00167,management
MS-TS-AR-00042-00167,and
MS-TS-AR-00042-00167,treatment
MS-TS-AR-00042-00167,of
MS-TS-AR-00042-00167,different
MS-TS-AR-00042-00167,kind
MS-TS-AR-00042-00167,of
MS-TS-AR-00042-00167,headache
MS-TS-AR-00042-00167,through
MS-TS-AR-00042-00167,diet
MS-TS-AR-00042-00167,aromatic
MS-TS-AR-00042-00167,bath
MS-TS-AR-00042-00167,and
MS-TS-AR-00042-00167,the
MS-TS-AR-00042-00167,use
MS-TS-AR-00042-00167,of
MS-TS-AR-00042-00167,hat
MS-TS-AR-00042-00167,made
MS-TS-AR-00042-00167,out
MS-TS-AR-00042-00167,of
MS-TS-AR-00042-00167,the
MS-TS-AR-00042-00167,skin
MS-TS-AR-00042-00167,of
MS-TS-AR-00042-00167,the
MS-TS-AR-00042-00167,torpedo
MS-TS-AR-00042-00167,fish
MS-TS-AR-00042-00167,ed
MS-TS-AR-00042-00167,būlāq
MS-TS-AR-00042-00167,ii
MS-TS-AR-00042-00175,bifolium
MS-TS-AR-00042-00175,from
MS-TS-AR-00042-00175,avicenna
MS-TS-AR-00042-00175,al-qanūn
MS-TS-AR-00042-00175,fī
MS-TS-AR-00042-00175,l-ṭibb
MS-TS-AR-00042-00175,canon
MS-TS-AR-00042-00175,of
MS-TS-AR-00042-00175,medicine
MS-TS-AR-00042-00175,dealing
MS-TS-AR-00042-00175,with
MS-TS-AR-00042-00175,the
MS-TS-AR-00042-00175,care
MS-TS-AR-00042-00175,of
MS-TS-AR-00042-00175,new-born
MS-TS-AR-00042-00175,infant
MS-TS-AR-00042-00175,and
MS-TS-AR-00042-00175,breast-feeding
MS-TS-AR-00042-00175,mother
MS-TS-AR-00042-00175,ed
MS-TS-AR-00042-00175,būlāq
MS-TS-AR-00042-00182,leaf
MS-TS-AR-00042-00182,of
MS-TS-AR-00042-00182,medical
MS-TS-AR-00042-00182,work
MS-TS-AR-00042-00182,strongly
MS-TS-AR-00042-00182,dependent
MS-TS-AR-00042-00182,on
MS-TS-AR-00042-00182,avicenna
MS-TS-AR-00042-00182,al-qanūn
MS-TS-AR-00042-00182,fī
MS-TS-AR-00042-00182,l-ṭibb
MS-TS-AR-00042-00182,canon
MS-TS-AR-00042-00182,of
MS-TS-AR-00042-00182,medicine
MS-TS-AR-00042-00182,ed
MS-TS-AR-00042-00182,būlāq
MS-TS-AR-00042-00182,focussing
MS-TS-AR-00042-00182,on
MS-TS-AR-00042-00182,the
MS-TS-AR-00042-00182,change
MS-TS-AR-00042-00182,in
MS-TS-AR-00042-00182,the
MS-TS-AR-00042-00182,human
MS-TS-AR-00042-00182,body
MS-TS-AR-00042-00182,when
MS-TS-AR-00042-00182,it
MS-TS-AR-00042-00182,is
MS-TS-AR-00042-00182,exposed
MS-TS-AR-00042-00182,to
MS-TS-AR-00042-00182,moisture
MS-TS-AR-00042-00182,dryness
MS-TS-AR-00042-00182,and
MS-TS-AR-00042-00182,sepsis
MS-TS-AR-00042-00185,passage
MS-TS-AR-00042-00185,from
MS-TS-AR-00042-00185,medico-philosophical
MS-TS-AR-00042-00185,book
MS-TS-AR-00042-00185,dealing
MS-TS-AR-00042-00185,with
MS-TS-AR-00042-00185,general
MS-TS-AR-00042-00185,medical
MS-TS-AR-00042-00185,topic
MS-TS-AR-00042-00185,including
MS-TS-AR-00042-00185,the
MS-TS-AR-00042-00185,position
MS-TS-AR-00042-00185,of
MS-TS-AR-00042-00185,medicine
MS-TS-AR-00042-00185,in
MS-TS-AR-00042-00185,society
MS-TS-AR-00042-00185,the
MS-TS-AR-00042-00185,relationship
MS-TS-AR-00042-00185,between
MS-TS-AR-00042-00185,medicine
MS-TS-AR-00042-00185,and
MS-TS-AR-00042-00185,logic
MS-TS-AR-00042-00185,and
MS-TS-AR-00042-00185,quoting
MS-TS-AR-00042-00185,avicenna
MS-TS-AR-00042-00185,definition
MS-TS-AR-00042-00185,of
MS-TS-AR-00042-00185,medicine
MS-TS-AR-00042-00185,taken
MS-TS-AR-00042-00185,from
MS-TS-AR-00042-00185,the
MS-TS-AR-00042-00185,al-qanūn
MS-TS-AR-00042-00185,fī
MS-TS-AR-00042-00185,l-ṭibb
MS-TS-AR-00042-00185,canon
MS-TS-AR-00042-00185,of
MS-TS-AR-00042-00185,medicine
MS-TS-AR-00042-00185,ed
MS-TS-AR-00042-00185,būlāq
MS-TS-AR-00042-00187,leaf
MS-TS-AR-00042-00187,from
MS-TS-AR-00042-00187,an
MS-TS-AR-00042-00187,anatomical
MS-TS-AR-00042-00187,work
MS-TS-AR-00042-00187,here
MS-TS-AR-00042-00187,dealing
MS-TS-AR-00042-00187,with
MS-TS-AR-00042-00187,the
MS-TS-AR-00042-00187,liver
MS-TS-AR-00042-00187,the
MS-TS-AR-00042-00187,anterior
MS-TS-AR-00042-00187,surface
MS-TS-AR-00042-00187,of
MS-TS-AR-00042-00187,the
MS-TS-AR-00042-00187,liver
MS-TS-AR-00042-00187,and
MS-TS-AR-00042-00187,it
MS-TS-AR-00042-00187,concavity
MS-TS-AR-00042-00187,the
MS-TS-AR-00042-00187,function
MS-TS-AR-00042-00187,of
MS-TS-AR-00042-00187,the
MS-TS-AR-00042-00187,liver
MS-TS-AR-00042-00187,in
MS-TS-AR-00042-00187,the
MS-TS-AR-00042-00187,production
MS-TS-AR-00042-00187,of
MS-TS-AR-00042-00187,blood
MS-TS-AR-00042-00187,and
MS-TS-AR-00042-00187,the
MS-TS-AR-00042-00187,role
MS-TS-AR-00042-00187,of
MS-TS-AR-00042-00187,the
MS-TS-AR-00042-00187,liver
MS-TS-AR-00042-00187,in
MS-TS-AR-00042-00187,the
MS-TS-AR-00042-00187,digestion
MS-TS-AR-00042-00187,of
MS-TS-AR-00042-00187,food
MS-TS-AR-00042-00190,leaf
MS-TS-AR-00042-00190,from
MS-TS-AR-00042-00190,book
MS-TS-AR-00042-00190,on
MS-TS-AR-00042-00190,general
MS-TS-AR-00042-00190,medical
MS-TS-AR-00042-00190,theory
MS-TS-AR-00042-00190,here
MS-TS-AR-00042-00190,including
MS-TS-AR-00042-00190,chapter
MS-TS-AR-00042-00190,on
MS-TS-AR-00042-00190,bath
MS-TS-AR-00042-00190,and
MS-TS-AR-00042-00190,the
MS-TS-AR-00042-00190,effectiveness
MS-TS-AR-00042-00190,of
MS-TS-AR-00042-00190,bathing
MS-TS-AR-00042-00190,and
MS-TS-AR-00042-00190,chapter
MS-TS-AR-00042-00190,on
MS-TS-AR-00042-00190,the
MS-TS-AR-00042-00190,benefit
MS-TS-AR-00042-00190,of
MS-TS-AR-00042-00190,washing
MS-TS-AR-00042-00190,in
MS-TS-AR-00042-00190,cold
MS-TS-AR-00042-00190,water
MS-TS-AR-00042-00190,the
MS-TS-AR-00042-00190,fragment
MS-TS-AR-00042-00190,include
MS-TS-AR-00042-00190,also
MS-TS-AR-00042-00190,passage
MS-TS-AR-00042-00190,on
MS-TS-AR-00042-00190,the
MS-TS-AR-00042-00190,digestion
MS-TS-AR-00042-00190,of
MS-TS-AR-00042-00190,food
MS-TS-AR-00042-00190,pulse
MS-TS-AR-00042-00190,fever
MS-TS-AR-00042-00190,and
MS-TS-AR-00042-00190,phlebotomy
MS-TS-AR-00042-00199,collection
MS-TS-AR-00042-00199,of
MS-TS-AR-00042-00199,recipe
MS-TS-AR-00042-00199,taken
MS-TS-AR-00042-00199,mostly
MS-TS-AR-00042-00199,from
MS-TS-AR-00042-00199,avicenna
MS-TS-AR-00042-00199,al-qanūn
MS-TS-AR-00042-00199,fī
MS-TS-AR-00042-00199,l-ṭibb
MS-TS-AR-00042-00199,canon
MS-TS-AR-00042-00199,of
MS-TS-AR-00042-00199,medicine
MS-TS-AR-00042-00199,paste
MS-TS-AR-00042-00199,useful
MS-TS-AR-00042-00199,for
MS-TS-AR-00042-00199,palpitation
MS-TS-AR-00042-00199,ed
MS-TS-AR-00042-00199,būlāq
MS-TS-AR-00042-00199,iii
MS-TS-AR-00042-00199,the
MS-TS-AR-00042-00199,preparation
MS-TS-AR-00042-00199,of
MS-TS-AR-00042-00199,the
MS-TS-AR-00042-00199,four
MS-TS-AR-00042-00199,theriacs
MS-TS-AR-00042-00199,iii
MS-TS-AR-00042-00199,the
MS-TS-AR-00042-00199,preparation
MS-TS-AR-00042-00199,of
MS-TS-AR-00042-00199,purgative
MS-TS-AR-00042-00199,drink
MS-TS-AR-00042-00199,iii
MS-TS-AR-00042-00199,persian
MS-TS-AR-00042-00199,peony
MS-TS-AR-00042-00199,iii
MS-TS-AR-00042-00199,and
MS-TS-AR-00042-00199,roman
MS-TS-AR-00042-00199,peony
MS-TS-AR-00042-00199,iii
MS-TS-AR-00043-00005,passage
MS-TS-AR-00043-00005,from
MS-TS-AR-00043-00005,the
MS-TS-AR-00043-00005,introduction
MS-TS-AR-00043-00005,of
MS-TS-AR-00043-00005,ʿalī
MS-TS-AR-00043-00005,ibn
MS-TS-AR-00043-00005,ʿīsā
MS-TS-AR-00043-00005,taḏkirat
MS-TS-AR-00043-00005,al-kaḥḥālīn
MS-TS-AR-00043-00005,memorandum
MS-TS-AR-00043-00005,for
MS-TS-AR-00043-00005,optician
MS-TS-AR-00043-00005,ed
MS-TS-AR-00043-00005,hyderabad
MS-TS-AR-00043-00005,p.
MS-TS-AR-00043-00006,from
MS-TS-AR-00043-00006,work
MS-TS-AR-00043-00006,on
MS-TS-AR-00043-00006,materia
MS-TS-AR-00043-00006,medica
MS-TS-AR-00043-00006,simple
MS-TS-AR-00043-00006,listed
MS-TS-AR-00043-00006,include
MS-TS-AR-00043-00006,clove
MS-TS-AR-00043-00006,camphor
MS-TS-AR-00043-00006,costus
MS-TS-AR-00043-00006,zanthoxylum
MS-TS-AR-00043-00006,and
MS-TS-AR-00043-00006,juda
MS-TS-AR-00043-00006,tree
MS-TS-AR-00043-00011,from
MS-TS-AR-00043-00011,medical
MS-TS-AR-00043-00011,work
MS-TS-AR-00043-00011,dealing
MS-TS-AR-00043-00011,with
MS-TS-AR-00043-00011,the
MS-TS-AR-00043-00011,management
MS-TS-AR-00043-00011,of
MS-TS-AR-00043-00011,patient
MS-TS-AR-00043-00039,description
MS-TS-AR-00043-00039,of
MS-TS-AR-00043-00039,test
MS-TS-AR-00043-00039,for
MS-TS-AR-00043-00039,checking
MS-TS-AR-00043-00039,whether
MS-TS-AR-00043-00039,rose-water
MS-TS-AR-00043-00039,ha
MS-TS-AR-00043-00039,been
MS-TS-AR-00043-00039,adulterated
MS-TS-AR-00043-00039,the
MS-TS-AR-00043-00039,fragment
MS-TS-AR-00043-00039,could
MS-TS-AR-00043-00039,be
MS-TS-AR-00043-00039,related
MS-TS-AR-00043-00039,to
MS-TS-AR-00043-00039,the
MS-TS-AR-00043-00039,activity
MS-TS-AR-00043-00039,of
MS-TS-AR-00043-00039,the
MS-TS-AR-00043-00039,muḥtasib
MS-TS-AR-00043-00039,market
MS-TS-AR-00043-00039,overseer
MS-TS-AR-00043-00039,in
MS-TS-AR-00043-00039,the
MS-TS-AR-00043-00039,marketplace
MS-TS-AR-00043-00042,leaf
MS-TS-AR-00043-00042,from
MS-TS-AR-00043-00042,booklet
MS-TS-AR-00043-00042,on
MS-TS-AR-00043-00042,materia
MS-TS-AR-00043-00042,medica
MS-TS-AR-00043-00042,presenting
MS-TS-AR-00043-00042,recipe
MS-TS-AR-00043-00042,for
MS-TS-AR-00043-00042,drug
MS-TS-AR-00043-00042,against
MS-TS-AR-00043-00042,fever
MS-TS-AR-00043-00042,dressing
MS-TS-AR-00043-00042,for
MS-TS-AR-00043-00042,wound
MS-TS-AR-00043-00042,and
MS-TS-AR-00043-00042,different
MS-TS-AR-00043-00042,kind
MS-TS-AR-00043-00042,of
MS-TS-AR-00043-00042,supportive
MS-TS-AR-00043-00042,bandage
MS-TS-AR-00043-00043,leaf
MS-TS-AR-00043-00043,from
MS-TS-AR-00043-00043,work
MS-TS-AR-00043-00043,on
MS-TS-AR-00043-00043,pharmacopeia
MS-TS-AR-00043-00043,paste
MS-TS-AR-00043-00043,for
MS-TS-AR-00043-00043,curing
MS-TS-AR-00043-00043,the
MS-TS-AR-00043-00043,bite
MS-TS-AR-00043-00043,of
MS-TS-AR-00043-00043,viper
MS-TS-AR-00043-00043,the
MS-TS-AR-00043-00043,use
MS-TS-AR-00043-00043,of
MS-TS-AR-00043-00043,fumigant
MS-TS-AR-00043-00043,against
MS-TS-AR-00043-00043,the
MS-TS-AR-00043-00043,bite
MS-TS-AR-00043-00043,of
MS-TS-AR-00043-00043,flea
MS-TS-AR-00043-00043,the
MS-TS-AR-00043-00043,effectiveness
MS-TS-AR-00043-00043,of
MS-TS-AR-00043-00043,sulphur
MS-TS-AR-00043-00043,a
MS-TS-AR-00043-00043,rat
MS-TS-AR-00043-00043,poison
MS-TS-AR-00043-00043,way
MS-TS-AR-00043-00043,for
MS-TS-AR-00043-00043,exterminating
MS-TS-AR-00043-00043,vermin
MS-TS-AR-00043-00043,and
MS-TS-AR-00043-00043,mouse
MS-TS-AR-00043-00044,leaf
MS-TS-AR-00043-00044,from
MS-TS-AR-00043-00044,judaeo-arabic
MS-TS-AR-00043-00044,medical
MS-TS-AR-00043-00044,text
MS-TS-AR-00043-00044,describing
MS-TS-AR-00043-00044,the
MS-TS-AR-00043-00044,formation
MS-TS-AR-00043-00044,of
MS-TS-AR-00043-00044,the
MS-TS-AR-00043-00044,foetus
MS-TS-AR-00043-00044,in
MS-TS-AR-00043-00044,the
MS-TS-AR-00043-00044,womb
MS-TS-AR-00043-00047,leaf
MS-TS-AR-00043-00047,from
MS-TS-AR-00043-00047,booklet
MS-TS-AR-00043-00047,probably
MS-TS-AR-00043-00047,draft
MS-TS-AR-00043-00047,or
MS-TS-AR-00043-00047,notebook
MS-TS-AR-00043-00047,on
MS-TS-AR-00043-00047,materia
MS-TS-AR-00043-00047,medica
MS-TS-AR-00043-00047,focussing
MS-TS-AR-00043-00047,on
MS-TS-AR-00043-00047,liquorice
MS-TS-AR-00043-00047,and
MS-TS-AR-00043-00047,it
MS-TS-AR-00043-00047,various
MS-TS-AR-00043-00047,us
MS-TS-AR-00043-00047,a
MS-TS-AR-00043-00047,cure
MS-TS-AR-00043-00047,for
MS-TS-AR-00043-00047,skin
MS-TS-AR-00043-00047,condition
MS-TS-AR-00043-00047,including
MS-TS-AR-00043-00047,freckle
MS-TS-AR-00043-00047,ulcer
MS-TS-AR-00043-00047,and
MS-TS-AR-00043-00047,tinea
MS-TS-AR-00043-00047,ringworm
MS-TS-AR-00043-00047,on
MS-TS-AR-00043-00047,the
MS-TS-AR-00043-00047,head
MS-TS-AR-00043-00047,it
MS-TS-AR-00043-00047,use
MS-TS-AR-00043-00047,a
MS-TS-AR-00043-00047,coadjutant
MS-TS-AR-00043-00047,to
MS-TS-AR-00043-00047,the
MS-TS-AR-00043-00047,expulsion
MS-TS-AR-00043-00047,of
MS-TS-AR-00043-00047,the
MS-TS-AR-00043-00047,foetus
MS-TS-AR-00043-00047,is
MS-TS-AR-00043-00047,also
MS-TS-AR-00043-00047,mentioned
MS-TS-AR-00043-00049,collection
MS-TS-AR-00043-00049,of
MS-TS-AR-00043-00049,magical
MS-TS-AR-00043-00049,characteres
MS-TS-AR-00043-00049,for
MS-TS-AR-00043-00049,amulet
MS-TS-AR-00043-00049,to
MS-TS-AR-00043-00049,treat
MS-TS-AR-00043-00049,incurable
MS-TS-AR-00043-00049,disease
MS-TS-AR-00043-00052,leaf
MS-TS-AR-00043-00052,from
MS-TS-AR-00043-00052,medico-magical
MS-TS-AR-00043-00052,booklet
MS-TS-AR-00043-00052,including
MS-TS-AR-00043-00052,suggestion
MS-TS-AR-00043-00052,on
MS-TS-AR-00043-00052,how
MS-TS-AR-00043-00052,to
MS-TS-AR-00043-00052,expel
MS-TS-AR-00043-00052,bad
MS-TS-AR-00043-00052,spirit
MS-TS-AR-00043-00052,together
MS-TS-AR-00043-00052,with
MS-TS-AR-00043-00052,how
MS-TS-AR-00043-00052,to
MS-TS-AR-00043-00052,deal
MS-TS-AR-00043-00052,with
MS-TS-AR-00043-00052,skin
MS-TS-AR-00043-00052,complaint
MS-TS-AR-00043-00052,the
MS-TS-AR-00043-00052,thickening
MS-TS-AR-00043-00052,of
MS-TS-AR-00043-00052,the
MS-TS-AR-00043-00052,eyelid
MS-TS-AR-00043-00052,and
MS-TS-AR-00043-00052,the
MS-TS-AR-00043-00052,creation
MS-TS-AR-00043-00052,of
MS-TS-AR-00043-00052,love
MS-TS-AR-00043-00052,potion
MS-TS-AR-00043-00052,belongs
MS-TS-AR-00043-00052,with
MS-TS-AR-00043-00052,t-s
MS-TS-AR-00043-00056,judaeo-arabic
MS-TS-AR-00043-00056,translation
MS-TS-AR-00043-00056,of
MS-TS-AR-00043-00056,hippocrates
MS-TS-AR-00043-00056,aphorism
MS-TS-AR-00043-00056,ii
MS-TS-AR-00043-00070,collection
MS-TS-AR-00043-00070,of
MS-TS-AR-00043-00070,popular
MS-TS-AR-00043-00070,medical
MS-TS-AR-00043-00070,and
MS-TS-AR-00043-00070,magical
MS-TS-AR-00043-00070,remedy
MS-TS-AR-00043-00070,presenting
MS-TS-AR-00043-00070,an
MS-TS-AR-00043-00070,unorthodox
MS-TS-AR-00043-00070,non-temperamental
MS-TS-AR-00043-00070,approach
MS-TS-AR-00043-00070,to
MS-TS-AR-00043-00070,folk
MS-TS-AR-00043-00070,remedy
MS-TS-AR-00043-00070,and
MS-TS-AR-00043-00070,medicine
MS-TS-AR-00043-00076,bifolium
MS-TS-AR-00043-00076,from
MS-TS-AR-00043-00076,an
MS-TS-AR-00043-00076,ophthalmological
MS-TS-AR-00043-00076,booklet
MS-TS-AR-00043-00076,describing
MS-TS-AR-00043-00076,the
MS-TS-AR-00043-00076,treatment
MS-TS-AR-00043-00076,of
MS-TS-AR-00043-00076,eye
MS-TS-AR-00043-00076,complaint
MS-TS-AR-00043-00076,such
MS-TS-AR-00043-00076,a
MS-TS-AR-00043-00076,inversion
MS-TS-AR-00043-00076,of
MS-TS-AR-00043-00076,the
MS-TS-AR-00043-00076,eyelid
MS-TS-AR-00043-00076,and
MS-TS-AR-00043-00076,epiphora
MS-TS-AR-00043-00076,excessive
MS-TS-AR-00043-00076,lacrimation
MS-TS-AR-00043-00080,medical
MS-TS-AR-00043-00080,booklet
MS-TS-AR-00043-00080,possibly
MS-TS-AR-00043-00080,for
MS-TS-AR-00043-00080,personal
MS-TS-AR-00043-00080,use
MS-TS-AR-00043-00080,on
MS-TS-AR-00043-00080,ophthalmology
MS-TS-AR-00043-00080,describing
MS-TS-AR-00043-00080,the
MS-TS-AR-00043-00080,treatment
MS-TS-AR-00043-00080,of
MS-TS-AR-00043-00080,squint
MS-TS-AR-00043-00080,and
MS-TS-AR-00043-00080,the
MS-TS-AR-00043-00080,preparation
MS-TS-AR-00043-00080,of
MS-TS-AR-00043-00080,collyrium
MS-TS-AR-00043-00080,eye
MS-TS-AR-00043-00080,wash
MS-TS-AR-00043-00080,and
MS-TS-AR-00043-00080,kohl
MS-TS-AR-00043-00080,folio
MS-TS-AR-00043-00080,is
MS-TS-AR-00043-00080,written
MS-TS-AR-00043-00080,in
MS-TS-AR-00043-00080,different
MS-TS-AR-00043-00080,more
MS-TS-AR-00043-00080,expert
MS-TS-AR-00043-00080,hand
MS-TS-AR-00043-00080,and
MS-TS-AR-00043-00080,preserve
MS-TS-AR-00043-00080,portion
MS-TS-AR-00043-00080,of
MS-TS-AR-00043-00080,hebrew
MS-TS-AR-00043-00080,liturgical
MS-TS-AR-00043-00080,poem
MS-TS-AR-00043-00081,page
MS-TS-AR-00043-00081,from
MS-TS-AR-00043-00081,judaeo-arabic
MS-TS-AR-00043-00081,version
MS-TS-AR-00043-00081,of
MS-TS-AR-00043-00081,ʿalī
MS-TS-AR-00043-00081,ibn
MS-TS-AR-00043-00081,ʿīsā
MS-TS-AR-00043-00081,taḏkirat
MS-TS-AR-00043-00081,al-kaḥḥālīn
MS-TS-AR-00043-00081,memorandum
MS-TS-AR-00043-00081,for
MS-TS-AR-00043-00081,optician
MS-TS-AR-00043-00081,describing
MS-TS-AR-00043-00081,an
MS-TS-AR-00043-00081,operation
MS-TS-AR-00043-00081,to
MS-TS-AR-00043-00081,the
MS-TS-AR-00043-00081,upper
MS-TS-AR-00043-00081,eyelid
MS-TS-AR-00043-00081,ed
MS-TS-AR-00043-00081,hyderabad
MS-TS-AR-00043-00081,pp
MS-TS-AR-00043-00082,bifolium
MS-TS-AR-00043-00082,from
MS-TS-AR-00043-00082,an
MS-TS-AR-00043-00082,anatomical
MS-TS-AR-00043-00082,work
MS-TS-AR-00043-00082,focussing
MS-TS-AR-00043-00082,on
MS-TS-AR-00043-00082,the
MS-TS-AR-00043-00082,vein
MS-TS-AR-00043-00082,and
MS-TS-AR-00043-00082,in
MS-TS-AR-00043-00082,particular
MS-TS-AR-00043-00082,on
MS-TS-AR-00043-00082,the
MS-TS-AR-00043-00082,vena
MS-TS-AR-00043-00082,cava
MS-TS-AR-00043-00082,it
MS-TS-AR-00043-00082,also
MS-TS-AR-00043-00082,discus
MS-TS-AR-00043-00082,the
MS-TS-AR-00043-00082,vertebral
MS-TS-AR-00043-00082,column
MS-TS-AR-00043-00086,leaf
MS-TS-AR-00043-00086,from
MS-TS-AR-00043-00086,judaeo-arabic
MS-TS-AR-00043-00086,version
MS-TS-AR-00043-00086,of
MS-TS-AR-00043-00086,ʿalī
MS-TS-AR-00043-00086,ibn
MS-TS-AR-00043-00086,ʿīsā
MS-TS-AR-00043-00086,taḏkirat
MS-TS-AR-00043-00086,al-kaḥḥālīn
MS-TS-AR-00043-00086,memorandum
MS-TS-AR-00043-00086,for
MS-TS-AR-00043-00086,optician
MS-TS-AR-00043-00086,first
MS-TS-AR-00043-00086,discourse
MS-TS-AR-00043-00086,end
MS-TS-AR-00043-00086,of
MS-TS-AR-00043-00086,chapter
MS-TS-AR-00043-00086,and
MS-TS-AR-00043-00086,beginning
MS-TS-AR-00043-00086,of
MS-TS-AR-00043-00086,chapter
MS-TS-AR-00043-00086,focussing
MS-TS-AR-00043-00086,on
MS-TS-AR-00043-00086,muscle
MS-TS-AR-00043-00086,and
MS-TS-AR-00043-00086,nerve
MS-TS-AR-00043-00086,in
MS-TS-AR-00043-00086,the
MS-TS-AR-00043-00086,eye
MS-TS-AR-00043-00086,ed
MS-TS-AR-00043-00086,hyderabad
MS-TS-AR-00043-00086,pp
MS-TS-AR-00043-00088,leaf
MS-TS-AR-00043-00088,from
MS-TS-AR-00043-00088,work
MS-TS-AR-00043-00088,on
MS-TS-AR-00043-00088,pharmacopoeia
MS-TS-AR-00043-00088,preserving
MS-TS-AR-00043-00088,recipe
MS-TS-AR-00043-00088,and
MS-TS-AR-00043-00088,the
MS-TS-AR-00043-00088,beginning
MS-TS-AR-00043-00088,of
MS-TS-AR-00043-00088,chapter
MS-TS-AR-00043-00088,on
MS-TS-AR-00043-00088,the
MS-TS-AR-00043-00088,preparation
MS-TS-AR-00043-00088,of
MS-TS-AR-00043-00088,medical
MS-TS-AR-00043-00088,ointment
MS-TS-AR-00043-00088,and
MS-TS-AR-00043-00088,lotion
MS-TS-AR-00043-00088,mention
MS-TS-AR-00043-00088,avicenna
MS-TS-AR-00043-00088,al-qanūn
MS-TS-AR-00043-00088,fī
MS-TS-AR-00043-00088,l-ṭibb
MS-TS-AR-00043-00088,canon
MS-TS-AR-00043-00088,of
MS-TS-AR-00043-00088,medicine
MS-TS-AR-00043-00090,collection
MS-TS-AR-00043-00090,of
MS-TS-AR-00043-00090,astrological
MS-TS-AR-00043-00090,prognostication
MS-TS-AR-00043-00090,regarding
MS-TS-AR-00043-00090,the
MS-TS-AR-00043-00090,occurrence
MS-TS-AR-00043-00090,of
MS-TS-AR-00043-00090,epidemic
MS-TS-AR-00043-00090,and
MS-TS-AR-00043-00090,illness
MS-TS-AR-00043-00090,and
MS-TS-AR-00043-00090,concerning
MS-TS-AR-00043-00090,the
MS-TS-AR-00043-00090,people
MS-TS-AR-00043-00090,of
MS-TS-AR-00043-00090,iraq
MS-TS-AR-00043-00090,and
MS-TS-AR-00043-00090,syria
MS-TS-AR-00043-00092,leaf
MS-TS-AR-00043-00092,from
MS-TS-AR-00043-00092,work
MS-TS-AR-00043-00092,on
MS-TS-AR-00043-00092,general
MS-TS-AR-00043-00092,medical
MS-TS-AR-00043-00092,theory
MS-TS-AR-00043-00092,here
MS-TS-AR-00043-00092,dealing
MS-TS-AR-00043-00092,with
MS-TS-AR-00043-00092,the
MS-TS-AR-00043-00092,four
MS-TS-AR-00043-00092,humour
MS-TS-AR-00043-00092,and
MS-TS-AR-00043-00092,their
MS-TS-AR-00043-00092,feature
MS-TS-AR-00043-00092,the
MS-TS-AR-00043-00092,text
MS-TS-AR-00043-00092,is
MS-TS-AR-00043-00092,based
